..\datos\GKD-b_10_n25_m7.txt;26.7197;473
..\datos\GKD-b_11_n50_m5.txt;14.3311;574
..\datos\GKD-b_12_n50_m5.txt;10.0244;520
..\datos\GKD-b_13_n50_m5.txt;17.9332;425
..\datos\GKD-b_14_n50_m5.txt;16.4247;440
..\datos\GKD-b_15_n50_m5.txt;11.3549;489
..\datos\GKD-b_16_n50_m15.txt;92.7317;1011
..\datos\GKD-b_17_n50_m15.txt;61.0236;1043
..\datos\GKD-b_18_n50_m15.txt;117.746;934
..\datos\GKD-b_19_n50_m15.txt;86.7231;917
..\datos\GKD-b_1_n25_m2.txt;0;396
..\datos\GKD-b_20_n50_m15.txt;128.395;911
..\datos\GKD-b_21_n100_m10.txt;52.2861;1199
..\datos\GKD-b_22_n100_m10.txt;53.9619;1308
..\datos\GKD-b_23_n100_m10.txt;45.4282;1209
..\datos\GKD-b_24_n100_m10.txt;55.2255;1192
..\datos\GKD-b_25_n100_m10.txt;58.4556;1291
..\datos\GKD-b_26_n100_m30.txt;222.058;3283
..\datos\GKD-b_27_n100_m30.txt;148.486;3142
..\datos\GKD-b_28_n100_m30.txt;170.533;3110
..\datos\GKD-b_29_n100_m30.txt;229.991;3431
..\datos\GKD-b_2_n25_m2.txt;0;368
..\datos\GKD-b_30_n100_m30.txt;181.719;3129
..\datos\GKD-b_31_n125_m12.txt;40.6302;1950
..\datos\GKD-b_32_n125_m12.txt;55.416;2077
..\datos\GKD-b_33_n125_m12.txt;75.3112;1904
..\datos\GKD-b_34_n125_m12.txt;71.5956;1798
..\datos\GKD-b_35_n125_m12.txt;50.5613;1972
..\datos\GKD-b_36_n125_m37.txt;228.489;5329
..\datos\GKD-b_37_n125_m37.txt;284.023;4963
..\datos\GKD-b_38_n125_m37.txt;274.7;4973
..\datos\GKD-b_39_n125_m37.txt;249.421;5179
..\datos\GKD-b_3_n25_m2.txt;0;389
..\datos\GKD-b_40_n125_m37.txt;333.231;5491
..\datos\GKD-b_41_n150_m15.txt;63.5051;2656
..\datos\GKD-b_42_n150_m15.txt;79.3508;2962
..\datos\GKD-b_43_n150_m15.txt;74.1896;2956
..\datos\GKD-b_44_n150_m15.txt;87.3342;2927
..\datos\GKD-b_45_n150_m15.txt;59.8978;3196
..\datos\GKD-b_46_n150_m45.txt;307.069;7509
..\datos\GKD-b_47_n150_m45.txt;294.091;7939
..\datos\GKD-b_48_n150_m45.txt;318.977;8024
..\datos\GKD-b_49_n150_m45.txt;257.82;8525
..\datos\GKD-b_4_n25_m2.txt;0;372
..\datos\GKD-b_50_n150_m45.txt;301.392;7233
..\datos\GKD-b_5_n25_m2.txt;0;371
..\datos\GKD-b_6_n25_m7.txt;20.3955;366
..\datos\GKD-b_7_n25_m7.txt;28.421;360
..\datos\GKD-b_8_n25_m7.txt;21.8265;357
..\datos\GKD-b_9_n25_m7.txt;30.2173;358
